trip_id,fare_amount,trip_duration,trip_distance,pickup_hour,day_of_week,weather_condition,payment_type,customer_rating,cancellation_probability
trip_2664,48.26,82,23.48,5,3,Clear,Card,1.27,0.87
trip_2665,12.37,17,15.61,11,5,Clear,Cash,1.4,0.04
trip_2666,63.72,23,49.03,4,1,Clear,Card,1.95,0.46
trip_2667,87.03,46,42.03,9,6,Rainy,Wallet,1.27,0.9
trip_2668,51.35,17,44.91,3,6,Snowy,Card,4.86,0
trip_2669,79.95,72,1.72,7,5,Clear,Wallet,3.52,0
trip_2670,19.98,16,20.03,20,4,Clear,Card,1.45,0.09
trip_2671,20.63,62,49.02,9,5,Snowy,Wallet,4.67,0.16
trip_2672,42.01,38,27.57,0,0,Rainy,Cash,2.89,0.1
trip_2673,16.59,46,39.52,22,3,Rainy,Wallet,4.91,0
trip_2674,59.63,112,34.12,21,6,Rainy,Cash,2.46,1
trip_2675,14.9,18,29.69,15,0,Rainy,Card,1.58,0.31
trip_2676,61.42,108,39.6,16,5,Snowy,Wallet,2.83,1
trip_2677,80.65,39,43.72,2,4,Clear,Cash,4.81,0
trip_2678,97.94,103,45.54,10,5,Snowy,Card,1.33,1
trip_2679,25.7,85,6.65,9,4,Snowy,Wallet,2.69,0.36
trip_2680,13.99,59,45.46,6,3,Snowy,Card,1.4,1
trip_2681,50.13,95,7.85,5,2,Rainy,Cash,3.62,0.16
trip_2682,74.97,83,22.01,10,0,Snowy,Cash,4.95,0
trip_2683,44.57,118,30.78,6,6,Rainy,Card,2.35,1
trip_2684,84.97,116,22.75,8,6,Snowy,Cash,3.17,0.79
trip_2685,78.79,116,22.43,16,5,Clear,Card,1.63,1
trip_2686,49.22,65,33.27,3,2,Snowy,Wallet,2.03,0.77
trip_2687,18.31,42,23.94,4,6,Rainy,Wallet,3.9,0
trip_2688,15.27,39,21.67,12,6,Rainy,Wallet,3.49,0
trip_2689,83.17,25,37.8,1,1,Rainy,Wallet,3.97,0
trip_2690,62.28,92,27.3,0,5,Clear,Wallet,3.52,0.35
trip_2691,82.57,83,1.41,11,4,Snowy,Cash,3.48,0.05
trip_2692,22.96,56,27.43,22,5,Clear,Cash,2.76,0.21
trip_2693,67.78,18,12.3,11,4,Rainy,Wallet,1.2,0.19
trip_2694,94.16,61,23.41,21,2,Snowy,Card,4.33,0
trip_2695,13.69,64,30.11,13,4,Clear,Wallet,2.89,0.28
trip_2696,84.36,55,49.18,22,0,Clear,Wallet,2.69,0.57
trip_2697,95.36,91,15.74,1,5,Rainy,Wallet,1.93,0.76
trip_2698,25.8,11,5.95,13,2,Snowy,Cash,2.34,0
trip_2699,43.48,110,33.4,19,1,Rainy,Wallet,2.61,0.99
trip_2700,65.38,54,26.21,18,3,Clear,Wallet,3.24,0.04
trip_2701,41.83,75,16.71,2,4,Snowy,Wallet,1.86,0.66
trip_2702,13.63,77,6.76,11,2,Snowy,Card,1.38,0.66
trip_2703,36.45,7,19.46,22,3,Snowy,Wallet,2.55,0
trip_2704,50.91,56,38.13,18,2,Snowy,Cash,4.82,0
trip_2705,39.65,58,2.59,20,5,Rainy,Wallet,2.98,0
trip_2706,56.07,58,2.14,7,0,Clear,Wallet,3.96,0
trip_2707,71.22,36,46.79,21,3,Snowy,Card,4.92,0
trip_2708,62.96,7,33.23,13,5,Snowy,Cash,1.7,0.29
trip_2709,42.42,45,7.71,18,3,Rainy,Cash,2.85,0
trip_2710,70.39,33,15.35,9,6,Snowy,Card,3.06,0
trip_2711,31.24,24,33.02,10,2,Snowy,Cash,1.27,0.57
trip_2712,11.71,91,26.4,9,0,Rainy,Wallet,3.54,0.4
trip_2713,36.78,65,34.51,15,0,Snowy,Cash,2.48,0.64
trip_2714,69.89,76,43.9,13,4,Rainy,Card,2.93,0.73
trip_2715,45.53,50,34.75,4,5,Snowy,Wallet,2.24,0.57
trip_2716,41.16,97,11.05,12,0,Snowy,Card,4.82,0
trip_2717,68.86,92,40.38,16,0,Rainy,Card,2.09,1
trip_2718,6.74,48,9.57,18,1,Clear,Cash,4.15,0
trip_2719,76,20,46.92,13,0,Rainy,Cash,3.61,0.01
trip_2720,25.16,39,44.1,7,0,Snowy,Card,4.79,0
trip_2721,7.87,98,38.67,12,3,Rainy,Wallet,3.98,0.52
trip_2722,88,30,34.23,2,6,Rainy,Wallet,2.88,0.14
trip_2723,34.91,94,39.1,12,5,Clear,Cash,1.67,1
trip_2724,26.7,100,35.2,11,1,Clear,Cash,3.11,0.66
trip_2725,99.68,39,44.4,6,4,Rainy,Wallet,3.36,0.25
trip_2726,89.5,23,39.09,14,1,Clear,Card,2.01,0.31
trip_2727,53.49,34,5.58,17,0,Clear,Cash,3.02,0
trip_2728,44.4,23,10.53,6,0,Rainy,Cash,1.01,0.26
trip_2729,8.3,6,38.42,7,5,Snowy,Wallet,3.36,0
trip_2730,70.35,106,48.81,1,5,Rainy,Card,2.25,1
trip_2731,84.69,14,25.71,6,3,Rainy,Card,2.36,0.01
trip_2732,79.67,96,47.51,9,0,Clear,Cash,3.95,0.58
trip_2733,71.83,97,25.06,11,2,Clear,Wallet,1.67,0.93
trip_2734,68.81,60,10.33,1,5,Rainy,Cash,1.73,0.42
trip_2735,16.65,103,22.1,7,6,Rainy,Card,1.26,1
trip_2736,64.61,38,2.04,18,4,Snowy,Card,4.27,0
trip_2737,76.85,75,24.05,23,3,Rainy,Card,2.28,0.61
trip_2738,83.59,76,25.94,10,1,Rainy,Wallet,3.49,0.29
trip_2739,84.19,7,34.1,14,2,Clear,Card,3.6,0
trip_2740,69.76,78,18.93,3,1,Clear,Wallet,1.94,0.57
trip_2741,45.21,20,43.22,18,6,Snowy,Cash,2.9,0.2
trip_2742,89.41,44,46.61,20,2,Clear,Cash,3.02,0.33
trip_2743,38.44,48,18.9,23,1,Clear,Card,2.28,0.15
trip_2744,48.58,58,37.64,15,2,Clear,Wallet,2.1,0.59
trip_2745,69.3,6,45.64,9,0,Snowy,Wallet,1.31,0.59
trip_2746,94,54,10.82,5,2,Snowy,Cash,1.34,0.55
trip_2747,82.94,98,21.41,20,4,Snowy,Cash,1.04,1
trip_2748,96.45,112,18.64,11,4,Clear,Cash,2.87,0.64
trip_2749,58.8,18,34.5,6,0,Clear,Card,1.72,0.26
trip_2750,59.95,43,21.52,8,0,Rainy,Wallet,3.58,0
trip_2751,30.06,46,32.92,0,3,Rainy,Cash,3.82,0
trip_2752,78.1,8,24.61,23,4,Snowy,Wallet,2.87,0
trip_2753,75.66,20,38.29,23,6,Rainy,Wallet,2.98,0.07
trip_2754,98.02,80,9.4,18,5,Rainy,Wallet,1.77,0.61
trip_2755,80.53,103,28.1,5,0,Rainy,Wallet,2.04,1
trip_2756,25.01,105,1.1,17,2,Rainy,Cash,4.95,0
trip_2757,12.75,115,19.99,18,1,Snowy,Cash,3.91,0.48
trip_2758,88.29,37,11.29,1,5,Clear,Card,3.06,0
trip_2759,51.49,36,41.7,5,4,Clear,Card,4.91,0
trip_2760,81.48,52,22.87,1,2,Snowy,Wallet,1.24,0.73
trip_2761,58.29,68,21.55,20,6,Snowy,Card,1.37,0.82
trip_2762,54.77,45,41.61,11,2,Rainy,Wallet,1.11,0.92
trip_2763,51.45,53,3.25,4,0,Rainy,Card,1.32,0.36
trip_2764,82.86,34,39.04,14,0,Rainy,Cash,4.11,0
trip_2765,80.46,92,12.42,17,0,Clear,Wallet,1.27,0.82
trip_2766,82.57,38,49.95,17,2,Rainy,Cash,1,1
trip_2767,68.18,92,24.87,23,5,Rainy,Cash,1.21,1
trip_2768,89.82,66,43.69,16,5,Clear,Cash,2.9,0.54
trip_2769,76.23,39,49.98,7,2,Snowy,Cash,3.24,0.41
trip_2770,24.27,58,29.71,9,5,Snowy,Cash,1.72,0.72
trip_2771,69.7,13,2.41,10,5,Clear,Card,1.69,0
trip_2772,36.34,22,40.07,3,2,Clear,Card,1.12,0.55
trip_2773,26.76,114,19.57,15,0,Clear,Wallet,1.56,1
trip_2774,47.95,92,6.04,18,0,Snowy,Wallet,2.69,0.43
trip_2775,22.79,95,42.52,5,1,Snowy,Wallet,1.9,1
trip_2776,15.62,39,35.92,13,3,Rainy,Card,4.57,0
trip_2777,94.34,69,15.8,0,3,Rainy,Card,2.18,0.47
trip_2778,5.47,49,11.68,10,3,Clear,Wallet,4.61,0
trip_2779,34.85,113,45.76,5,4,Rainy,Wallet,3.8,0.84
trip_2780,83.02,5,27.32,21,4,Rainy,Card,4.11,0
trip_2781,44.36,26,6.28,11,4,Snowy,Card,3.06,0
trip_2782,18.61,71,29.5,8,2,Clear,Card,1.61,0.73
trip_2783,59.26,56,10.01,8,3,Rainy,Wallet,2.28,0.21
trip_2784,87.28,119,36.26,7,5,Clear,Card,4.82,0.38
trip_2785,16.76,68,6.39,13,3,Snowy,Cash,2.82,0.14
trip_2786,83.81,120,39.83,17,6,Rainy,Card,3.98,0.8
trip_2787,67.66,18,8.34,17,0,Snowy,Cash,3.91,0
trip_2788,77.42,38,5.02,17,4,Snowy,Cash,2.07,0.07
trip_2789,81.99,105,4.2,10,5,Snowy,Card,3.21,0.39
trip_2790,59.89,78,25.65,10,3,Rainy,Wallet,1.72,0.83
trip_2791,31.26,52,6.13,18,1,Rainy,Wallet,4.86,0
trip_2792,25.6,52,19.42,13,6,Clear,Card,4.78,0
trip_2793,34.43,106,46.88,23,6,Snowy,Cash,2.4,1
trip_2794,57.28,57,29.79,17,5,Clear,Cash,2.94,0.21
trip_2795,85.44,114,37.84,17,4,Rainy,Wallet,1.76,1
trip_2796,12.41,24,37.64,3,6,Snowy,Wallet,1.95,0.43
trip_2797,74.62,28,45.31,10,1,Snowy,Card,4.81,0
trip_2798,9.14,76,35.84,6,2,Snowy,Wallet,3.27,0.52
trip_2799,19.87,117,17.85,10,2,Clear,Cash,2.62,0.71
trip_2800,37.61,15,36.39,9,2,Snowy,Card,3.43,0
trip_2801,36.19,72,40.3,10,6,Snowy,Cash,1.29,1
trip_2802,61.28,111,10.72,8,2,Rainy,Wallet,2.48,0.71
trip_2803,67.36,74,3.81,2,6,Clear,Wallet,1.84,0.33
trip_2804,49.1,45,23.31,19,6,Clear,Cash,2.8,0.03
trip_2805,23.71,10,20.39,6,2,Snowy,Wallet,2.92,0
trip_2806,42.56,25,39.79,1,3,Clear,Wallet,3.58,0
trip_2807,71.61,22,30.86,14,1,Rainy,Card,4.58,0
trip_2808,51.68,104,41.58,12,4,Clear,Wallet,3.42,0.71
trip_2809,48,31,26.19,14,0,Snowy,Card,2.46,0.19
trip_2810,74.7,32,49.45,15,2,Rainy,Card,3.47,0.21
trip_2811,89.87,69,10,2,1,Rainy,Card,2.46,0.3
trip_2812,91.76,51,29.24,21,1,Snowy,Wallet,2.55,0.43
trip_2813,49.24,107,18.37,15,5,Snowy,Card,4.63,0.18
trip_2814,45.26,68,15.99,2,6,Clear,Cash,1.92,0.42
trip_2815,41.77,86,25.67,10,6,Snowy,Cash,4.86,0.01
trip_2816,9.8,44,1.61,1,1,Rainy,Card,5,0
trip_2817,85.34,74,7.65,13,0,Rainy,Card,1.51,0.6
trip_2818,21.31,47,43.34,3,1,Snowy,Cash,2.11,0.7
trip_2819,10.87,98,21.63,7,5,Snowy,Wallet,3.23,0.54
trip_2820,62.46,94,47.15,6,1,Snowy,Cash,4.57,0.51
trip_2821,53.01,15,44.3,3,4,Clear,Wallet,3.96,0
trip_2822,22.19,109,44.48,9,0,Clear,Wallet,4.26,0.54
trip_2823,46.65,23,29.89,6,2,Clear,Cash,2.47,0.01
trip_2824,99.57,112,30.84,3,2,Snowy,Cash,2.82,0.99
trip_2825,93.66,68,3.52,4,3,Clear,Wallet,4.55,0
trip_2826,96.13,96,34.94,0,2,Clear,Wallet,1.74,1
trip_2827,87.61,62,38.01,9,5,Clear,Wallet,2.7,0.47
trip_2828,48.92,72,13.12,6,0,Rainy,Cash,1.03,0.78
trip_2829,88.84,54,28.36,17,6,Clear,Card,3.61,0
trip_2830,94.64,61,17.45,6,2,Clear,Cash,4.93,0
trip_2831,47.54,103,27.22,15,6,Snowy,Card,2.86,0.8
trip_2832,85.05,18,44.08,22,1,Rainy,Cash,4.34,0
trip_2833,27.76,17,9.85,2,5,Rainy,Card,1.51,0.03
trip_2834,99.23,8,44.83,21,2,Rainy,Cash,1.22,0.59
trip_2835,76.12,62,6.72,20,2,Clear,Wallet,4.55,0
trip_2836,99.74,44,9.09,1,0,Snowy,Cash,1.17,0.48
trip_2837,34.69,63,35.52,3,2,Clear,Cash,3.71,0.12
trip_2838,26.42,26,36.52,4,2,Clear,Wallet,2.42,0.15
trip_2839,78.37,102,25.91,18,6,Snowy,Wallet,4.1,0.42
trip_2840,22.74,7,13.37,6,0,Rainy,Cash,1.36,0.02
trip_2841,79.11,51,48.88,15,6,Rainy,Cash,4.51,0.08
trip_2842,64.2,22,36.77,20,5,Clear,Cash,4.26,0
trip_2843,23.81,40,41.33,7,1,Rainy,Wallet,3.05,0.27
trip_2844,54.38,99,8,20,4,Rainy,Wallet,2.45,0.55
trip_2845,40.74,116,25.7,21,6,Snowy,Card,2.37,1
trip_2846,66.21,22,28.28,0,6,Clear,Card,3.86,0
trip_2847,44.65,82,43.92,7,3,Rainy,Card,3.05,0.74
trip_2848,59.85,61,25.55,21,4,Clear,Wallet,3.81,0
trip_2849,10.73,6,48.1,23,0,Snowy,Card,3.24,0.01
trip_2850,49.22,61,18.1,10,5,Rainy,Cash,2.78,0.22
trip_2851,52.45,43,13.74,2,0,Clear,Card,3.61,0
trip_2852,57.39,33,40.21,20,0,Snowy,Wallet,4.87,0
trip_2853,98.88,104,4.21,6,0,Rainy,Card,2.49,0.55
trip_2854,51.85,49,14.01,8,5,Clear,Card,4.23,0
trip_2855,41.11,9,25.94,17,3,Rainy,Card,3.22,0
trip_2856,15.98,96,25.84,12,5,Rainy,Card,1.47,1
trip_2857,53.9,114,21.43,3,5,Clear,Card,3.09,0.61
trip_2858,21.98,7,35.2,7,4,Rainy,Wallet,2.55,0
trip_2859,14.27,93,39.7,21,3,Rainy,Wallet,2.7,0.87
trip_2860,21.63,73,11.13,7,5,Snowy,Cash,3.49,0.06
trip_2861,86.55,19,13.86,23,5,Snowy,Cash,3.64,0
trip_2862,69.15,91,26.56,11,5,Clear,Cash,2.74,0.57
trip_2863,65.51,110,41.92,14,0,Snowy,Cash,1.69,1
trip_2864,45.95,62,31.52,2,2,Rainy,Card,3.96,0.08
trip_2865,51.08,51,35.22,0,3,Clear,Cash,4.82,0
trip_2866,17.72,120,24.85,14,1,Rainy,Card,4.57,0.36
trip_2867,75.72,59,22.84,6,1,Snowy,Card,3.86,0.01
trip_2868,28.57,105,21.09,16,5,Snowy,Wallet,3.98,0.39
trip_2869,59.25,64,21.12,23,2,Clear,Cash,4.45,0
trip_2870,82.21,36,5.76,16,6,Rainy,Card,4.01,0
trip_2871,45.04,104,22.76,1,5,Rainy,Cash,1.35,1
trip_2872,14.94,38,47.07,16,2,Rainy,Wallet,1.43,0.81
trip_2873,42.57,83,38.01,4,0,Rainy,Card,3.1,0.64
trip_2874,88.39,20,43.66,3,4,Snowy,Cash,4.88,0
trip_2875,23.21,117,37.39,7,4,Snowy,Card,4.31,0.65
trip_2876,67.88,91,19.06,3,6,Rainy,Wallet,4.97,0
trip_2877,87.67,10,39.9,22,3,Snowy,Card,3.02,0.04
trip_2878,28.89,20,40.04,7,5,Rainy,Card,1.83,0.42
trip_2879,9.24,52,49.15,14,2,Rainy,Cash,2.01,0.81
trip_2880,73.25,83,33.51,0,1,Rainy,Wallet,2.71,0.71
trip_2881,9.56,100,21.83,16,5,Snowy,Wallet,3.99,0.33
trip_2882,13.82,94,4.48,6,6,Snowy,Cash,4.91,0
trip_2883,15.19,109,26.26,6,1,Snowy,Card,2.51,0.94
trip_2884,91.27,25,9.74,6,5,Rainy,Cash,2.92,0
trip_2885,98.46,55,8.32,23,0,Rainy,Wallet,2.64,0.08
trip_2886,31.5,75,37.79,14,1,Rainy,Wallet,2.01,0.88
trip_2887,37.82,56,26.16,12,3,Rainy,Wallet,1.23,0.75
trip_2888,86.83,38,8.14,19,0,Rainy,Card,3.99,0
trip_2889,41.98,7,46.38,6,5,Snowy,Cash,4.13,0
trip_2890,58.24,102,19.48,15,0,Clear,Wallet,1.29,1
trip_2891,12.11,80,36.08,10,6,Rainy,Cash,1.21,1
trip_2892,79.76,116,24.65,22,0,Rainy,Wallet,4.89,0.25
trip_2893,68.83,46,20.65,14,0,Clear,Cash,1.12,0.52
trip_2894,81.31,64,2.8,17,5,Snowy,Wallet,2.3,0.23
trip_2895,77.22,56,38.03,17,2,Clear,Wallet,2,0.62
trip_2896,36.89,61,36.26,18,0,Rainy,Wallet,4.69,0
trip_2897,89.12,31,41.24,23,6,Clear,Cash,3.18,0.07
trip_2898,57.12,90,33.66,22,1,Rainy,Card,3.2,0.62
trip_2899,97.33,63,4.88,12,3,Snowy,Cash,3.27,0
trip_2900,48.7,67,33.53,2,6,Clear,Cash,1.33,0.85
trip_2901,15.68,97,47.5,3,0,Clear,Cash,3.3,0.75
trip_2902,36.37,74,15.09,12,1,Snowy,Card,2.19,0.53
trip_2903,70.76,72,26.56,11,1,Clear,Card,2.7,0.4
trip_2904,97.61,103,23.49,16,3,Clear,Cash,2.22,0.82
trip_2905,7.45,116,3.68,4,4,Snowy,Wallet,3.24,0.45
trip_2906,55.31,77,28.06,4,3,Snowy,Card,2.71,0.61
trip_2907,43.59,77,37.97,23,0,Snowy,Card,2.48,0.82
trip_2908,28.2,70,49.67,0,4,Snowy,Card,2.12,1
trip_2909,30.32,107,8.48,6,3,Clear,Card,2.92,0.39
trip_2910,42.79,84,44.75,23,6,Snowy,Wallet,2.43,1
trip_2911,33.54,64,2.96,9,3,Snowy,Card,4.48,0
trip_2912,87,95,18.67,10,5,Snowy,Card,4,0.27
trip_2913,5.96,51,11.88,21,6,Rainy,Cash,1.74,0.32
trip_2914,60.96,82,9.73,11,1,Rainy,Cash,1.91,0.57
trip_2915,32.02,72,17.84,10,5,Clear,Card,3.56,0
trip_2916,40.8,85,43.63,15,0,Snowy,Card,1.45,1
trip_2917,35.52,104,37.95,10,2,Clear,Card,4.98,0.18
trip_2918,71.68,80,16.93,7,0,Snowy,Cash,2.51,0.54
trip_2919,51.34,100,15.05,14,2,Rainy,Card,1.49,0.95
trip_2920,12.81,79,22.25,5,4,Rainy,Cash,2.41,0.56
trip_2921,16.28,32,18.53,18,3,Clear,Card,2.05,0.04
trip_2922,54.59,75,48.29,14,1,Snowy,Cash,3.52,0.65
trip_2923,5.69,40,37.81,7,2,Snowy,Cash,4.38,0
trip_2924,87.87,55,16.08,12,4,Snowy,Wallet,3.62,0
trip_2925,77.02,13,22.81,17,0,Rainy,Wallet,1.98,0.07
trip_2926,14.56,19,43.51,14,4,Clear,Wallet,1.61,0.42
trip_2927,6.05,105,13.65,20,4,Rainy,Wallet,2.4,0.69
trip_2928,96.98,58,49.07,3,4,Clear,Card,3.39,0.4
trip_2929,72.21,93,49.24,8,5,Rainy,Card,3.31,0.86
trip_2930,7.63,108,16.19,8,3,Clear,Card,1.97,0.78
trip_2931,6.15,114,11.92,8,5,Clear,Card,4.21,0.11
trip_2932,70.13,14,39.58,10,4,Snowy,Card,1.43,0.54
trip_2933,86.66,45,41.09,9,2,Snowy,Wallet,4.14,0.07
trip_2934,67.75,44,8.57,2,4,Rainy,Wallet,3.9,0
trip_2935,77.2,60,32.12,13,3,Clear,Card,3.23,0.2
trip_2936,50.39,51,34.78,8,0,Rainy,Wallet,2.75,0.38
trip_2937,87.24,78,8.54,21,6,Snowy,Cash,2.64,0.36
trip_2938,7.76,100,38.71,7,5,Rainy,Wallet,4.29,0.45
trip_2939,44.47,30,33.88,11,3,Rainy,Cash,1.1,0.65
trip_2940,12.14,106,30.8,13,3,Snowy,Card,4.58,0.35
trip_2941,66.18,94,42.76,21,6,Rainy,Cash,2.47,1
trip_2942,23.21,75,21.3,18,6,Rainy,Wallet,4.03,0.02
trip_2943,5.41,102,38.13,1,6,Clear,Card,1.16,1
trip_2944,5.18,111,35.75,8,0,Rainy,Card,3.45,0.77
trip_2945,55.66,38,12.81,3,4,Clear,Card,2.8,0
trip_2946,24.82,7,22.75,13,0,Rainy,Wallet,2.44,0
trip_2947,9.46,88,14.95,4,2,Snowy,Wallet,2.01,0.71
trip_2948,78.56,86,36.35,5,5,Snowy,Card,4.34,0.34
trip_2949,30.81,111,9.94,16,1,Snowy,Cash,1.13,1
trip_2950,92.16,36,38.08,9,4,Rainy,Cash,3.8,0
trip_2951,61.26,92,42.02,16,2,Rainy,Wallet,2.09,1
trip_2952,38.47,55,43.47,5,1,Snowy,Card,4.34,0.12
trip_2953,6.38,117,6.71,11,0,Snowy,Cash,3.67,0.37
trip_2954,8.21,12,20.94,2,6,Rainy,Wallet,3.05,0
trip_2955,26.39,33,5.69,7,0,Snowy,Wallet,1.31,0.24
trip_2956,30.68,96,13.53,23,1,Snowy,Cash,2.54,0.61
trip_2957,37.31,79,44.69,10,6,Clear,Card,4.1,0.3
trip_2958,36.3,93,8.44,14,3,Snowy,Wallet,2.85,0.42
trip_2959,27.2,104,6.17,23,1,Rainy,Card,1.6,0.82
trip_2960,30.52,12,9.91,18,0,Clear,Cash,2.45,0
trip_2961,70.29,22,13.23,3,0,Snowy,Card,4.77,0
trip_2962,21.82,60,36.6,19,2,Snowy,Card,4.45,0.02
trip_2963,87.81,37,3.34,22,6,Clear,Wallet,2.72,0
trip_2964,58.42,91,41.8,21,2,Clear,Cash,1.62,1
trip_2965,47.77,114,42.66,14,2,Clear,Cash,3.96,0.66
trip_2966,39.2,112,15.63,11,4,Clear,Cash,3.96,0.24
trip_2967,68.43,103,15.35,15,3,Clear,Wallet,3.81,0.2
trip_2968,65.65,30,7.18,20,6,Snowy,Wallet,2.7,0
trip_2969,56.37,74,22.33,17,3,Rainy,Cash,2.49,0.51
trip_2970,27.29,28,37.23,11,1,Rainy,Wallet,3.06,0.08
trip_2971,48.06,9,1.46,0,3,Snowy,Cash,1.36,0
trip_2972,34.07,45,28.48,13,4,Snowy,Card,2.63,0.31
trip_2973,83.83,92,33.54,10,1,Clear,Card,1.41,1
trip_2974,70.59,113,14.06,23,6,Rainy,Cash,4.74,0.11
trip_2975,31.51,85,23.56,0,3,Clear,Card,2.94,0.39
trip_2976,49.38,34,36.5,19,6,Rainy,Wallet,1.46,0.63
trip_2977,78.1,56,11.86,20,1,Clear,Card,4.23,0
trip_2978,20.16,51,23.89,9,6,Clear,Card,2.79,0.09
trip_2979,57.75,82,15.18,12,5,Clear,Wallet,4.36,0
trip_2980,50.06,99,45.69,16,2,Snowy,Cash,3.94,0.72
trip_2981,45.15,15,25.06,6,6,Snowy,Card,4.51,0
trip_2982,90.33,95,10.1,8,6,Rainy,Cash,2.97,0.41
trip_2983,89.89,90,49.9,7,3,Clear,Wallet,4.52,0.39
trip_2984,65.69,36,32.03,22,5,Snowy,Cash,4.84,0
trip_2985,77.2,114,9.88,8,0,Snowy,Cash,2.48,0.78
trip_2986,25.71,113,9.68,0,3,Snowy,Card,2.69,0.68
trip_2987,84.06,7,38.04,7,6,Snowy,Wallet,4.33,0
trip_2988,25.88,6,7.3,2,3,Clear,Wallet,3.52,0
trip_2989,13.83,59,46.6,23,1,Snowy,Cash,1.32,1
trip_2990,17.69,55,19.78,11,0,Rainy,Wallet,2.46,0.27
trip_2991,45.48,45,48.9,10,6,Snowy,Cash,2.22,0.74
trip_2992,17.84,21,4.26,11,0,Rainy,Card,1.59,0
trip_2993,12.68,90,28.67,15,1,Snowy,Wallet,2.19,0.88
trip_2994,65.79,34,44.3,1,5,Rainy,Wallet,3.82,0.04
trip_2995,57.51,45,5.64,12,1,Clear,Cash,1.29,0.23
trip_2996,56.38,106,5.77,20,1,Snowy,Card,2.39,0.66
trip_2997,51.51,59,47.11,7,6,Rainy,Wallet,2.38,0.76
trip_2998,87.88,59,34.78,6,3,Rainy,Card,2.45,0.57
trip_2999,21.74,30,38.64,22,3,Clear,Cash,4.84,0
trip_3000,72.11,52,27.34,9,2,Rainy,Wallet,4.95,0
trip_3001,99.87,116,38.01,20,2,Snowy,Wallet,3.35,0.98
trip_3002,13.89,95,30.21,7,1,Rainy,Wallet,4.93,0.08
trip_3003,41.79,75,23.79,8,2,Rainy,Wallet,1.31,0.88
trip_3004,51.5,40,4.23,21,5,Rainy,Card,1.27,0.26
trip_3005,31.27,31,24.55,22,5,Rainy,Cash,4.36,0
trip_3006,83.2,47,16.25,8,0,Snowy,Wallet,4.17,0
trip_3007,5.63,6,44.57,11,5,Snowy,Cash,3.58,0
trip_3008,24.6,30,6.97,0,4,Rainy,Card,2.72,0
trip_3009,57.04,43,2.33,4,0,Snowy,Card,3.74,0
trip_3010,24.15,29,33.57,20,1,Rainy,Cash,4.56,0
trip_3011,60.22,41,19.81,4,5,Snowy,Card,2.16,0.29
trip_3012,40.27,18,26.35,2,3,Snowy,Wallet,2.21,0.13
trip_3013,72.62,45,21.36,17,1,Rainy,Cash,1.01,0.65
trip_3014,91.68,33,12.01,16,0,Snowy,Card,3.55,0
trip_3015,9.11,13,37.96,21,0,Clear,Card,2.68,0
trip_3016,76.32,102,1.17,0,2,Rainy,Cash,2.38,0.51
trip_3017,68.85,93,2.92,15,0,Snowy,Wallet,3.48,0.16
trip_3018,77.91,47,18.03,12,1,Snowy,Wallet,1.18,0.62
trip_3019,44.84,20,33.59,22,6,Snowy,Cash,2.69,0.12
trip_3020,5.17,18,43.29,13,1,Clear,Card,2.88,0.02
trip_3021,15.13,107,24.6,7,2,Clear,Wallet,1.89,0.93
trip_3022,16.22,84,14.38,8,4,Snowy,Wallet,3.17,0.31
trip_3023,68.55,46,36.44,16,0,Rainy,Wallet,3.1,0.26
trip_3024,71.96,113,25.7,23,2,Clear,Wallet,4.74,0.18
trip_3025,12.14,26,42.31,18,5,Clear,Card,3.89,0
trip_3026,23.85,99,46.3,13,5,Clear,Wallet,3.5,0.7
trip_3027,47.48,51,8.22,3,2,Snowy,Cash,2.37,0.15
trip_3028,44.03,8,24.59,11,0,Clear,Cash,1.41,0.1
trip_3029,21.76,62,18.74,9,6,Snowy,Card,2.11,0.48
trip_3030,70.49,65,9.59,12,2,Rainy,Cash,1.52,0.52
trip_3031,80.85,41,31.15,10,6,Clear,Card,1.64,0.48
trip_3032,34.37,19,25.08,8,3,Rainy,Card,1.11,0.4
trip_3033,12.02,55,15.58,3,3,Clear,Cash,3.67,0
trip_3034,70.59,53,14.34,16,5,Snowy,Wallet,3.89,0
trip_3035,66.39,107,49.54,4,5,Snowy,Wallet,2.39,1
trip_3036,57.7,7,28.67,12,4,Clear,Card,1.29,0.19
trip_3037,69.31,97,40.91,23,0,Rainy,Cash,1.26,1
trip_3038,7.75,54,46.72,8,3,Clear,Wallet,1.2,0.94
trip_3039,44.94,47,26.5,16,2,Clear,Card,1.02,0.63
trip_3040,14.39,45,48.5,20,3,Rainy,Cash,3.81,0.19
trip_3041,94.54,43,49.67,2,6,Rainy,Wallet,4.37,0.06
trip_3042,43.23,45,16.21,20,2,Snowy,Card,3.96,0
trip_3043,87.9,39,16.94,3,1,Rainy,Card,1.38,0.42
trip_3044,57.61,110,48.96,0,4,Rainy,Wallet,4.48,0.67
trip_3045,68.01,21,1.01,12,5,Rainy,Cash,2.76,0
trip_3046,82.5,69,31.45,12,0,Clear,Wallet,3.9,0.08
trip_3047,17.71,55,41.47,10,0,Snowy,Wallet,3.65,0.29
trip_3048,36.65,103,40.12,0,5,Snowy,Cash,3.03,0.94
trip_3049,64.91,116,3.24,2,0,Rainy,Card,3.19,0.43
trip_3050,95.19,9,10.77,6,4,Clear,Card,1.97,0
trip_3051,53.46,73,4.93,12,1,Snowy,Card,3.78,0
